Ln,Part,Description,Due Date,Qty, Unit Price ,Order Date,Total_Value,PO_Number
1,Y089908,Y089908 [LADLE PIN],2019-05-14,3,100,2019-04-16,300,60441
1,TMR0035,TMR0035 [SPLIT COLLAR ECSX U5 17A 17B] ,2024-10-28,1,550,2024-09-13,550,142838
1,4T122501,4T122501 [RIGHT SCREW BOLT] ,2017-08-21,1,45,2017-07-25,45,27078
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2023-10-03,1,425,2023-08-29,1565,125135
2,9X5163G02,9X5163G02 [COOLING PIPE ASSY],2023-10-03,1,415,2023-08-29,1565,125135
3,Y069318,Y069318 [PLUNGER ROD],2023-10-03,1,725,2023-08-29,1565,125135
1,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2019-07-24,2,330,2019-06-26,660,63612
1,382S4906,382S4906 [STOPPER],2019-09-04,1,455,2019-08-07,455,65505
1,9W331301,9W331301 [COVER FOR DC500J- MS],2017-06-05,1,325,2017-05-08,740,22896
2,Y028068,Y028068 [STOPPER DBS350MSH2],2017-06-05,1,415,2017-05-08,740,22896
1,9X979601,9X979601[SHOT ARM ADAPTER],2017-11-17,3,815,2017-10-05,2720,31140
2,637R4101,637R4101 [BUSHING],2017-11-17,1,275,2017-10-05,2720,31140
1,Y006291,Y006291 [SPROCKET],2024-07-05,1,395,2024-05-30,1165,138170
2,Y006298,Y006298 [BEACASE],2024-07-05,2,325,2024-05-30,1165,138170
3,Y006502,Y006502 [SPACER],2024-07-05,1,120,2024-05-30,1165,138170
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] 647W5603 [SLIDE PLATE FOR DC350J],2018-07-27,4,250,2018-07-06,1000,45819
1,Y118308,Y118308 [RAIL],2017-12-11,6,525,2017-10-16,9750,31626
2,Y115499,Y115499 [ROLLER],2017-12-11,24,275,2017-10-16,9750,31626
1,N045969,N045969[POPPET],2022-11-14,2,1575,2022-10-10,3150,112000
1,9W4210G02,9W4210G02 [COOLING PIPE] ,2018-02-14,2,335,2018-01-23,670,36808
1,N062738,N062738 [SLEEVE],2017-09-11,1,3300,2017-08-07,3300,27905
1,Y020020,Y020020 [SHAFT],2019-08-06,1,405,2019-07-23,405,64828
1,3T987501,3T987501[30mm Long],2019-07-04,2,685,2019-05-30,3710,62281
2,408S4503,408S4503 [ HAND ],2019-07-04,2,585,2019-05-30,3710,62281
3,408S4504,408S4504 [HAND],2019-07-04,2,585,2019-05-30,3710,62281
1,S605148,S605148 [COLLAR FOR ISGN 10B] S605148 [COLLAR FOR ISGN 10B],2023-05-02,1,205,2023-03-28,205,118539
1,N01160G02,N01160G02 [COOLING PIPE],2024-06-05,4,545,2024-04-30,2180,136834
1,4T123801,4T123801 [LEFT SCREW NUT],2023-02-08,6,7.5,2023-01-04,45,115035
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2022-05-23,4,375,2022-04-13,1500,105226
1,647W6503,647W6503 [SLIDE PLATE ],2022-12-21,2,425,2022-11-11,850,113320
1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS],2022-04-06,1,2200,2022-03-02,2200,103655
1,N082493,N082493[ BRACKET],2025-10-24,1,3700,2025-09-04,3700,159229
1,8X20BS,8X20BS [BRASS SCREWS] ,2019-01-18,12,2.5,2019-01-09,30,55361
1,49R28209,49R28209 [LOCATING RING 127MM ID X 250MM OD 35MM WIDTH],2025-05-09,1,205,2025-04-01,1330,151675
2,S536083,S536083 [CLAMP WEAR STRIP ISGS500 1556MM OAL],2025-05-16,5,225,2025-04-01,1330,151675
1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2024-02-09,2,1475,2024-01-11,2950,131195
1,Y012763,Y012763 [NUT FOR EJECTOR],2018-08-13,2,1250,2018-07-02,7750,45600
2,3W543601,3W543601 [EJECTOR ROD],2018-08-13,2,2625,2018-07-02,7750,45600
1,Y121885,Y121885 [LOCK PLATE],2018-06-27,1,115,2018-05-16,3640,43259
2,N066015,N066015 [FLANGED BUSHING],2018-06-27,1,3525,2018-05-16,3640,43259
1,647S0601,647S0601 [SPACER],2020-08-20,2,25,2020-07-16,50,80212
1,TMR0008,[LINK PIN 1 EC390SX ONLY],2025-03-21,4,880,2025-02-05,3520,149006
1,8X20BS,8X20BS [BRASS SCREWS],2020-12-31,24,2.75,2020-11-19,66,85418
1,685R1101,685R1101 [SUPPORT] ,2018-04-12,3,148,2018-03-21,444,40022
1,N020124,N020124 [LINER FOR DC2500CS2],2019-12-24,2,3450,2019-11-19,7100,70687
2,10X25BS,10X25BS [BRASS BOLTS FOR LINER],2019-12-24,40,5,2019-11-19,7100,70687
1,Y059902,Y059902 [SUPPORTING BLOCK],2018-10-02,1,275,2018-08-21,275,48318
1,Y006502,Y006502 [SPACER],2019-10-10,1,105,2019-09-12,1789.25,67310
2,Y006298,Y006298 [BEACASE],2019-10-10,2,295,2019-09-12,1789.25,67310
3,Y006501,Y006501 [SPACER],2019-10-10,1,74,2019-09-12,1789.25,67310
4,637R3601,637R3601 [SHAFT],2019-10-10,1,775,2019-09-12,1789.25,67310
5,611V6701,611V6701 [ELECTRODE PROBE],2019-10-10,3,81.75,2019-09-12,1789.25,67310
1,3W543601,3W543601 [EJECTOR ROD],2024-06-26,2,2795,2024-05-30,11080,138166
2,Y012763,Y012763 [NUT FOR EJECTOR],2024-06-26,2,1395,2024-05-30,11080,138166
3,478R7201,478R7201[BUSHING],2024-06-26,4,675,2024-05-30,11080,138166
1,N064799,N064799 [SHAFT],2024-07-15,4,865,2024-05-30,3460,138172
1,655S3602,655S3602 [BLOCK],2019-01-31,1,345,2018-12-27,345,54916
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS],2019-04-18,2,515,2019-03-14,1030,58876
1,647W6503,647W6503 [SLIDE PLATE ],2020-07-20,6,390,2020-06-08,2340,78797
1,9X814804,9X814804 [SHAFT],2020-09-18,1,345,2020-08-17,2090,81326
2,680V6801,680V6801 [SHAFT],2020-09-18,1,550,2020-08-17,2090,81326
3,477S4601,477S4601[SHAFT],2020-09-18,2,425,2020-08-17,2090,81326
4,9X814703,9X814703 [SHAFT],2020-09-18,1,345,2020-08-17,2090,81326
1,16X55,16X55 [BOLT],2022-11-25,8,5,2022-11-18,40,113650
1,9X457904,9X457904 [TIE BAR BUSHING],2022-09-14,2,775,2022-08-03,2880,109608
2,9X457905,9X457905 [BUSHING],2022-09-14,2,665,2022-08-03,2880,109608
1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],2025-02-28,2,2225,2025-01-17,4450,148132
1,Y055512,Y055512 [EJECTOR ROD],2018-03-20,4,690,2018-02-13,4185,37916
2,Y047349,Y047349 [CYLINDER HEAD],2018-03-20,1,350,2018-02-13,4185,37916
3,Y047350,Y047350 [PISTON ROD] ,2018-03-20,1,1075,2018-02-13,4185,37916
1,N090092,N090092 [ EJECTOR ROD],2024-02-16,1,1575,2024-01-16,3875,131426
2,613T0701,613T0701 [BUSHING],2024-02-16,1,425,2024-01-16,3875,131426
3,H323581,H323581 [INJECTION BUSHING],2024-02-16,1,1875,2024-01-16,3875,131426
1,624T0004,624T0004 [SPACER],2022-06-15,1,185,2022-06-15,185,107816
1,N066015,N066015 [FLANGED BUSHING],2024-03-22,1,3875,2024-02-07,3875,132675
1,Y052727,Y052727 [SPROCKET],2021-11-29,2,475,2021-10-19,950,98850
1,N048865,N048865 [INJECTION BUSHING],2022-11-21,2,875,2022-10-06,1750,111906
1,S182901,S182901 [TIE BAR NUT FOR ISE250],2024-04-19,2,815,2024-03-15,1630,134576
1,N049364,N049364 [LADLE SHAFT] ,2018-01-24,2,1250,2018-01-16,2500,36375
1,N048865,N048865 [INJECTION BUSHING],2023-03-31,1,925,2023-02-14,3170,116648
2,N066875,N066875[ BUSHING],2023-02-14,1,2245,2023-02-14,3170,116648
1,Y029536,Y029536 [KEY],2018-09-19,1,315,2018-08-15,315,48046
1,9W306303,9W306303 [LINK PIN],2017-08-28,6,995,2017-07-31,13620,27481
2,696V7101,696V7101 [LINK PIN BUSHING DC500J-MS],2017-08-28,16,295,2017-07-31,13620,27481
3,9X457905,9X457905 [BUSHING],2017-08-28,4,665,2017-07-31,13620,27481
4,609T1801,609T1801 [KEY],2017-08-28,2,135,2017-07-31,13620,27481
1,N054089,N054089 [SEAT DC1650CS-2],2023-09-28,2,2100,2023-08-30,6350,125296
2,Y074206,Y074206 [POPPET DC1650CS-2],2023-09-28,2,1075,2023-08-30,6350,125296
1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS],2017-12-01,2,2200,2017-10-13,4400,31591
1,674W5301,674W5301 [PLUNGER ROD DC650RM],2025-08-15,3,1870,2025-07-07,5610,156278
1,Y006966,Y006966 [SPACER],2019-09-24,1,985,2019-08-27,985,66387
1,N063996,N063996 [ROD JOINT],2018-10-11,3,400,2018-09-11,1200,49370
1,N106850,N106850[POPPET,2022-08-25,1,975,2022-07-21,3600,109026
2,H331160,H331160[SEAT],2022-08-25,1,2625,2022-07-21,3600,109026
1,Y089908,Y089908 [LADLE PIN],2019-08-09,3,75,2019-07-12,225,64437
1,614W1809,614W1809 [P SQUARE KEY],2020-12-28,2,25,2020-11-30,239,85785
2,4T123401,4T123401 [LADLE PIN],2020-12-28,3,63,2020-11-30,239,85785
1,695R1601,695R1601 [LOCK NUT],2023-10-16,5,47.5,2023-09-06,237.5,125527
1,623T9801,623T9801 [PLUNGER ROD DC350CL-3] ,2018-01-02,2,950,2017-12-18,1900,35052
1,363X1401,363X1401 [BUSHING],2020-02-24,2,1050,2020-01-20,9979,73007
2,363X1402,363X1402 [BUSHING],2020-02-24,2,1000,2020-01-20,9979,73007
3,8X20BS,8X20BS [BRASS SCREWS],2020-02-24,96,2.75,2020-01-20,9979,73007
4,N007950,N007950 [BRONZE LINER DC1650CS-2],2020-02-24,2,1980,2020-01-20,9979,73007
5,10X25BS,10X25BS [BRASS BOLTS FOR LINER],2020-02-24,16,5,2020-01-20,9979,73007
6,H323583,H323583 [INJECTION BUSHING],2020-02-24,1,1575,2020-01-20,9979,73007
1,M8X385,M8X385 [ELECTRODE ROD Y102661],2024-05-14,2,25,2024-05-06,50,137137
1,Y069318,Y069318 [PLUNGER ROD],2019-09-06,2,605,2019-08-09,1210,65665
1,654V2701,654V2701 [FLANGE ( B )],2024-09-30,2,500,2024-08-26,2000,141937
2,9X352701,9X352701 [FLANGE],2024-09-30,2,500,2024-08-26,2000,141937
1,Y051343,Y051343 [SHAFT],2019-11-20,2,975,2019-10-16,4480,69077
2,Y051345,Y051345 [SHAFT],2019-11-20,2,525,2019-10-16,4480,69077
3,409V0301,409V0301 [BUSHING],2019-11-20,8,185,2019-10-16,4480,69077
1,N086440,N086440 [POPPET DC3500CS],2019-11-04,1,2250,2019-09-30,4175,68369
2,N086441,N086441 [GUIDE DC3500CS A92846G],2019-11-04,1,1925,2019-09-30,4175,68369
1,LKK0020,LKK0020 [TIE BAR NUT EC140SX SP],2024-06-21,1,905,2024-05-31,6020,138238
2,LMK0010,LMK0010 [TIE BAR EC140SX ],2024-06-21,1,5115,2024-05-31,6020,138238
1,4T123401,4T123401 [LADLE PIN] ,2017-10-13,4,63,2017-09-13,252,30116
1,Y006291,Y006291 [SPROCKET],2023-08-01,2,395,2023-06-26,790,122506
1,N13132G01,N13132G01 [INJECTION COUPLING],2018-06-28,1,3475,2018-05-17,3475,43311
1,408S4503,408S4503 [ HAND ],2018-11-16,1,585,2018-10-12,2160,51067
2,408S4504,408S4504 [HAND],2018-11-16,1,585,2018-10-12,2160,51067
3,408S4505,408S4505 [HAND],2018-11-16,1,495,2018-10-12,2160,51067
4,408S4506,408S4506 [HAND],2018-11-16,1,495,2018-10-12,2160,51067
1,654V2701,654V2701 [FLANGE ( B )],2021-08-20,2,475,2021-07-06,1610,95025
2,647W6501,647W6501 [SLIDE PLATE (DC500CL-HT)],2021-08-17,2,330,2021-07-06,1610,95025
1,Y084103,Y084103 [BUSHING],2020-11-23,2,135,2020-11-16,270,85236
1,N066877,N066877 [INJECTION BUSHING],2024-03-18,1,2250,2024-02-16,2250,133190
1,417T6701,417T6701 [SCREWED BUSHING DC3500CS],2019-01-30,1,1279,2018-12-19,1279,54679
1,611T1501,611T1501 [BUSHING],2018-06-28,1,1375,2018-05-17,1375,43305
1,648T5201,648T5201 [KEEP PLATE FOR DHS- T],2024-08-16,5,85,2024-07-12,8220,140156
2,6W299301,6W299301 [BOLT FOR LOAD SENSOR VLS-8-192],2024-08-16,2,60,2024-07-12,8220,140156
3,H319551,H319551 [SEAT C2G16],2024-08-16,1,2500,2024-07-12,8220,140156
4,N054085,N054085 [PISTON HEAD],2024-08-16,1,1250,2024-07-12,8220,140156
5,N066878,N066878 [PISTON ROD C2G16],2024-08-16,1,1350,2024-07-12,8220,140156
6,N066879,N066879 [POPPET C2G16],2024-08-16,1,1950,2024-07-12,8220,140156
7,Y074129,Y074129 [FLANGE FOR C2G16],2024-08-16,1,625,2024-07-12,8220,140156
1,N064799,N064799 [SHAFT] ,2024-11-08,3,865,2024-09-25,4845,143339
2,N066877,N066877 [INJECTION BUSHING] ,2024-11-08,1,2250,2024-09-25,4845,143339
1,S536680,S536680 [CLAMP WEAR STRIP ISGT720 3523MM OAL],2025-07-25,2,725,2025-05-30,1450,154651
1,433R3901,433R3901 [RIGHT SCREW BOLT],2018-10-10,2,68,2018-09-26,200,50345
2,Y019690,Y019690 [END WASHER],2018-10-10,2,32,2018-09-26,200,50345
1,Y067511,Y067511 [ROLLER FOR SAFETY GATE] ,2017-12-05,2,315,2017-10-20,630,31977
1,Y028062,Y028062 [LINER DC650CL-T] ,2017-12-22,2,975,2017-11-22,1950,33635
1,N071871,N071871 [GUIDE],2020-02-06,1,750,2020-01-30,750,73577
1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT],2019-09-05,3,2100,2019-08-01,6300,65315
1,612R6211,612R6211 [INDICATOR ROD],2020-05-22,1,285,2020-05-08,530,77705
2,613T0512,613T0512 [SLEEVE FOR LOAD SENSOR],2020-05-22,1,245,2020-05-08,530,77705
1,611V6701,611V6701 [ELECTRODE PROBE Y102648],2024-06-07,6,85,2024-05-24,510,138006
1,N054130,N054130 [JOINT],2019-09-18,1,535,2019-08-21,940,66146
2,N02630G02,N02630G02 [COLLING PIPE],2019-09-18,1,405,2019-08-21,940,66146
1,N049364,N049364 [LADLE SHAFT] ,2018-01-12,1,1250,2017-12-13,1250,34614
1,674W1401,674W1401 [PLUNGER ROD],2019-09-25,1,1265,2019-08-21,1265,66147
1,4T123401,4T123401 [LADLE PIN],2025-08-01,1,65,2025-06-18,6735,155599
2,9W4210G04,9W4210G04 [COOLING PIPE ASSY],2025-08-01,3,425,2025-06-18,6735,155599
3,N064799,N064799 [SHAFT] Y064579 [FITTING],2025-08-01,5,865,2025-06-18,6735,155599
4,Y064576,N064799 [SHAFT],2025-08-01,2,480,2025-06-18,6735,155599
5,Y089908,Y089908 [LADLE PIN],2025-08-01,1,110,2025-06-18,6735,155599
1,H323583,H323583 [INJECTION BUSHING] ,2018-03-28,1,1575,2018-02-27,1575,38775
1,637R3501,637R3501 [SPROCKET],2022-11-02,3,110,2022-09-28,330,111481
1,Y026064,Y026064[GUIDE SHAFT],2020-06-05,2,75,2020-05-26,150,78345
1,L708426,L708426 [JOINT FOR CARRIAGE CYLINDER GS GT I59 325MM OAL] L708426 [JOINT FOR CARRIAGE CYLINDER GS GT I59 325MM OAL],2024-09-03,1,805,2024-07-30,805,140816
1,S530798,S530798 [CLAMP WEAR STRIP ISGT950 1150 3858MM],2025-03-21,4,425,2025-02-07,6040,149167
2,TMW0003,TMW0003 [LINK PIN 2 EC950SX],2025-03-21,4,650,2025-02-07,6040,149167
3,TMW0047,TMW0047 [LP BUSHING 2 F/ LINK PIN 2 EC950SX],2025-03-21,4,435,2025-02-07,6040,149167
1,4-49R282-2,"4-49R282-2 [LOCATING RING 4"" 101.6 X 250MM]",2024-11-22,1,395,2024-10-18,395,144457
1,L698601,L698601 [TIE BAR NUT ISGT 950],2025-10-24,2,2325,2025-09-08,4650,159360
1,Y143830,Y143830 [SHAFT],2021-12-01,1,295,2021-10-27,2815,99150
2,Y143831,Y143831 [COUPLING],2021-12-01,2,465,2021-10-27,2815,99150
3,Y143832,Y143832 [SHAFT],2021-12-01,1,1175,2021-10-27,2815,99150
4,Y143833,Y143833 [SHAFT],2021-12-01,1,415,2021-10-27,2815,99150
1,416S1701,416S1701 [SHAFT],2018-11-09,2,225,2018-10-12,1140,51066
2,6W516801,6W516801 [SHAFT],2018-11-09,2,345,2018-10-12,1140,51066
1,218X1201,218X1201 [CLAMP LEVER] ,2024-03-29,1,3125,2024-02-16,3125,133191
1,N066879,N066879 [POPPET C2G16],2018-06-07,1,1795,2018-05-17,1795,43310
1,686E1606,686E1606 [BUSHING F/ LINK PIN 2 SMALL EC390SX SXII SXIII],2025-04-11,4,480,2025-03-04,3500,150378
3,TKR0054,TKR0054 [LINK PIN 2 FOR ECN ECNII 350 390],2025-04-11,4,395,2025-03-04,3500,150378
1,623T9801,623T9801 [PLUNGER ROD DC350CL-3],2017-10-09,1,950,2017-09-14,950,30117
1,4T122502,4T122502 [LEFT SCREW BOLT] ,2021-11-25,11,45,2021-10-21,495,98925
1,Y047672,Y047672 [TIP DC800JM-S],2023-01-03,1,75,2022-11-29,1515,113902
2,Y047350,Y047350 [PISTON ROD],2023-01-03,1,1075,2022-11-29,1515,113902
3,Y047349,Y047349 [CYLINDER HEAD],2023-01-03,1,365,2022-11-29,1515,113902
1,648T5201,648T5201 [KEEP PLATE FOR DHS- T] ,2018-05-01,11,55,2018-03-27,605,40382
1,9W4210G02,9W4210G02 [COOLING PIPE],2019-02-18,2,335,2019-01-21,670,55957
1,Y033657,Y033657 [BLOCK],2024-05-14,2,125,2024-05-06,250,137136
1,608R2201,608R2201 [LOCK PLATE],2023-10-12,6,155,2023-09-06,930,125532
1,4T123401,4T123401 [LADLE PIN] ,2017-08-17,2,63,2017-07-27,126,27325
1,9T596001,9T596001 [GUIDE SHAFT SUPPORT],2021-07-26,2,1100,2021-06-28,2200,94689
1,Y026322,Y026322 [CYLINDER JOINT],2023-10-12,1,155,2023-09-06,155,125526
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS] ,2018-01-23,1,515,2017-12-18,515,35047
1,H179374,H179374 [BARREL END CAP 120MM 81B],2025-03-28,1,3265,2025-02-11,3265,149365
1,388W45-11,388W45-11 [EJECTOR ROD WIRE TYPE FOR DC3500CS],2023-02-14,1,1475,2023-02-14,1475,116675
3,S576705,S576705 [NUT FOR CLAMP M72X2 105MM X 23MM],2025-02-28,1,355,2025-01-16,355,148047
1,N02477G03,N02477G03 [GUIDE SHAFT],2025-08-01,2,1625,2025-06-20,3875,155764
2,Y019692,Y019692 [FLANGE-B],2025-08-01,1,625,2025-06-20,3875,155764
1,9X457904,9X457904 [TIE BAR BUSHING],2017-08-03,8,775,2017-07-31,6200,27480
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T],2024-04-01,3,60,2024-02-21,180,133387
1,S543830,S543830 [BRACKET],2023-07-26,2,370,2023-06-21,740,122315
1,N055274,N055274 [CYLINDER],2024-02-27,1,870,2024-01-29,870,132106
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2020-01-30,4,275,2020-01-02,1100,72250
1,N002730,N002730 [BRACKET] ,2017-12-22,1,1275,2017-11-14,1275,33218
1,637R4902,637R4902 [P SQUARE KEY],2019-08-20,2,45,2019-08-13,180,65738
2,637R4907,637R4907 [P SQUARE KEY],2019-08-20,2,45,2019-08-13,180,65738
1,Y089908,Y089908 [LADLE PIN],2020-10-30,3,100,2020-10-02,300,83295
1,9X457904,9X457904 [TIE BAR BUSHING],2022-07-15,4,775,2022-06-03,7610,107195
2,9X457905,9X457905 [BUSHING],2022-07-15,4,665,2022-06-03,7610,107195
3,684V2001,684V2001 [BUSHING],2022-07-15,2,375,2022-06-03,7610,107195
4,624T0103,624T0103 [PIN],2022-07-15,2,135,2022-06-03,7610,107195
5,Y093737,Y093737 [BUSHING],2022-07-15,2,415,2022-06-03,7610,107195
1,611V6701,611V6701 [ELECTRODE PROBE Y102648],2024-08-02,1,85,2024-07-16,85,140235
1,9X818208,9X818208 [TURN BUCKLE],2019-04-08,1,375,2019-03-04,750,58308
2,9X818209,9X818209 [TURN BUCKLE],2019-04-08,1,375,2019-03-04,750,58308
1,N048865,N048865 [INJECTION BUSHING],2023-02-24,3,925,2023-01-10,2775,115208
1,N064799,N064799 [SHAFT],2024-01-06,2,825,2023-11-22,1650,129297
1,S565107,S565107 [SQUARE NUT],2024-12-20,3,229,2024-11-07,687,145371
1,S529900,S529900 [BRACKET FOR EJECTOR GS GT],2025-02-28,1,290,2025-01-17,290,148133
1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],2022-09-07,1,960,2022-08-03,3631,109609
2,6S331801,6S331801 [SPROCKET FOR DTO650~800L],2022-09-12,3,295,2022-08-03,3631,109609
3,6S331301,6S331301 [GUIDE SHAFT],2022-09-07,1,725,2022-08-03,3631,109609
4,45X28,DTO650~800L],2022-09-07,1,32,2022-08-03,3631,109609
5,40X46,40X46 [ SHAFT SPACER ],2022-09-07,1,29,2022-08-03,3631,109609
6,6S331501,6S331501 [BEARING STOPPER],2022-09-07,1,175,2022-08-03,3631,109609
7,6S331803,6S331803 [SPROCKET FOR DTO650~800L],2022-09-12,3,275,2022-08-03,3631,109609
1,Y012762,Y012762 [CYLINDER HEAD],2022-12-23,1,775,2022-11-18,11205,113651
2,3W543601,3W543601 [EJECTOR ROD],2022-12-23,2,2795,2022-11-18,11205,113651
3,Y012763,Y012763 [NUT FOR EJECTOR],2022-12-23,2,1395,2022-11-18,11205,113651
4,Y012764,Y012764 [GLAND PACKING HOLDER],2022-12-23,2,1025,2022-11-18,11205,113651
1,N024126,N024126 [SHAFT],2020-11-12,2,1128,2020-10-01,3976,83256
2,Y020058,Y020058 [P SQUARE KEY],2020-11-12,2,55,2020-10-01,3976,83256
3,N024123,N024123 [FLANGE-H],2020-11-12,2,805,2020-10-01,3976,83256
1,Y089908,Y089908 [LADLE PIN],2019-11-01,1,100,2019-10-07,100,68585
1,8X20BS,8X20BS [BRASS SCREWS],2022-03-10,20,2.75,2022-02-03,55,102748
1,N050619,N050619 [COUPLING DC350JM- S/MH & DC500CLHT] N050619 [COUPLING DC350JM- S/MH & DC500CLHT] ,2018-02-02,1,2225,2018-01-04,2225,35696
1,650T5001,650T5001 [SPRING KEEPER FOR DHS-T],2019-04-11,6,125,2019-03-14,750,58877
1,609T6501,609T6501 [GLAND PACKING],2021-01-29,2,425,2020-12-23,1630,86879
2,613T0701,613T0701 [BUSHING],2021-01-29,2,390,2020-12-23,1630,86879
1,236W0801,236W0801 [COUPLING DC3500CS],2024-02-23,1,3820,2024-01-18,3820,131619
1,608R2201,608R2201 [LOCK PLATE] ,2017-11-20,9,145,2017-10-16,1305,31625
1,N054621,N054621 [PISTON],2024-06-13,2,660,2024-05-08,4330,137254
2,N054620,N054620 [ROD COVER],2024-06-13,2,910,2024-05-08,4330,137254
3,Y081769,Y081769 [PISTON ROD],2024-06-13,2,595,2024-05-08,4330,137254
1,9T840201,9T840201 [BRONZE LINER DC3500CS],2019-07-31,2,3800,2019-06-26,7600,63611
1,Y020046,Y020046 [SLIDE PLATE DC135H- T],2020-12-24,6,350,2020-11-19,2100,85419
1,656T6002,656T6002 [CYLINDER JOINT],2018-11-20,1,224,2018-10-23,224,51648
1,6S331401,6S331401 [ARM SHAFT FOR DTO650~800L],2020-08-13,1,960,2020-07-16,1685,80207
2,6S331301,6S331301 [GUIDE SHAFT],2020-08-13,1,725,2020-07-16,1685,80207
1,Y006969,Y006969 [SHAFT FOR NUT CLAMP] ,2025-03-05,1,845,2025-02-28,845,150224
1,Y006291,Y006291 [SPROCKET],2025-01-17,1,425,2024-12-03,620,146446
2,Y026322,Y026322 [CYLINDER JOINT],2025-01-17,1,195,2024-12-03,620,146446
1,8R002101,8R002101 [PISTON INSERT],2024-10-04,1,1375,2024-08-30,2205,142152
2,9X5163G02,9X5163G02 [COOLING PIPE ASSY],2024-10-04,2,415,2024-08-30,2205,142152
1,S196007,S196007 [SPLIT COLLAR ISE ISF ISDF ISDG ECSX ED 110A 120A],2025-07-11,2,495,2025-05-30,990,154718
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] ,2022-12-13,6,375,2022-11-03,2250,112995
1,647W6504,647W6504 [SLIDE PLATE DC800CLH-T],2022-12-21,2,440,2022-11-11,880,113321
1,4T122502,4T122502 [LEFT SCREW BOLT],2025-10-17,4,50,2025-09-04,600,159228
2,4T122501,4T122501 [RIGHT SCREW BOLT],2025-10-17,8,50,2025-09-04,600,159228
1,4T123401,4T123401 [LADLE PIN],2021-01-21,1,63,2021-01-07,63,87226
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J],2023-02-13,3,390,2023-01-04,2981,115036
2,685R1101,685R1101 [SUPPORT],2023-02-08,4,159,2023-01-04,2981,115036
3,Y060470,Y060470 [PACKING RETAINER DC2500CS-2],2023-02-08,1,1175,2023-01-04,2981,115036
1,659T7202,659T7202[PLATE] QUOTE: 11571,2019-11-11,2,305,2019-10-14,610,68967
1,Y058255,Y058255 [NUT FOR GUIDE BAR],2020-10-16,4,785,2020-09-10,3140,82400
1,647S0601,647S0601 [SPACER],2025-04-04,1,30,2025-02-28,265,150220
2,668S3701,668S3701 [BUSHING],2025-04-04,1,235,2025-02-28,265,150220
1,H233902,H233902 [EJECTOR PACKING RETAINER ISGT 720 950],2023-03-23,1,1245,2023-02-06,1380,116275
2,TMH1697,TMH1697 {SQUARE KEY],2023-03-13,2,67.5,2023-02-06,1380,116275
1,S328315,S328315 [CLAMP WEAR STRIP IS3300DE DF 5826MM X 152MM],2024-08-26,2,1875,2024-07-10,3750,140033
1,H308874,H308874 [FRAME FOR SAFETY HOOK],2018-06-26,1,1310,2018-05-22,1310,43506
1,613T0701,613T0701 [BUSHING],2022-08-16,1,415,2022-07-12,415,108705
1,626T1604,626T1604 [THICK SLIDE PLATE],2018-06-27,1,1350,2018-05-16,1975,43260
2,9X818904,9X818904 [BUSHING],2018-06-27,1,625,2018-05-16,1975,43260
1,S529900,S529900 [BRACKET FOR EJECTOR GS GT],2024-10-15,1,290,2024-09-10,290,142618
1,445R5201,445R5201 [RUBBER BUSHING],2024-09-20,2,50,2024-08-13,425,141477
2,651V7201,651V7201 [STRIPPER BOLT],2024-09-20,2,50,2024-08-13,425,141477
3,685R0602,685R0602 [BLOCK],2024-09-20,1,225,2024-08-13,425,141477
1,Y030066,Y030066 [ROD JOINT] ,2018-03-01,1,$315.00 ,2018-01-31,$315.00 ,37278
1,N066877,N066877 [INJECTION BUSHING],2020-03-18,1,2100,2020-02-20,2100,74355
1,447T9103,447T9103 [BUSHING DC800J- MH],2018-02-19,1,$380.00 ,2018-02-26,$875.00 ,36697
2,451R0101,451R0101 [INJECTION BUSHING DC800CLT],2018-02-19,1,$495.00 ,2018-02-26,$875.00 ,36697
1,N069222,N069222 [EJECTOR ROD],2021-03-17,1,2250,2021-02-10,2250,88850
1,609T1303,609T1303 [COVER],2018-11-06,1,72,2018-10-02,897,50591
2,N069984,N069984 [NUT CAP]],2018-11-06,1,825,2018-10-02,897,50591
1,433R3901,433R3901 [LEFT SCREW BOLT],2024-05-31,2,68,2024-04-25,136,136600
1,626T1501,626T1501 [SLIDE PLATE],2020-02-17,2,350,2020-01-13,700,72718
1,N060236,N060236 [INJECTION BUSHING DC135J],2020-08-07,2,1050,2020-07-07,2415,79895
